hospede_id,pais,uf,cidade,faixa_etaria,segmento
558,Brasil,SP,São Paulo,18-25,Lazer
559,Brasil,PR,Curitiba,60+,Lazer
560,Brasil,SP,Campinas,26-35,Corp
561,Brasil,GO,Goiânia,36-45,Lazer
562,Brasil,RJ,Niterói,26-35,Lazer
563,Brasil,BA,Salvador,36-45,Lazer
564,Brasil,MG,Belo Horizonte,46-60,Lazer
565,Brasil,BA,Salvador,36-45,Lazer
566,Brasil,PE,Recife,18-25,Lazer
567,Brasil,CE,Fortaleza,36-45,Lazer
568,Brasil,BA,Salvador,36-45,Lazer
569,Brasil,DF,Brasília,26-35,Lazer
570,Brasil,SC,Florianópolis,46-60,Lazer
571,Brasil,SP,São Paulo,36-45,Corp
572,Brasil,PR,Curitiba,18-25,Lazer
573,Brasil,BA,Salvador,60+,Corp
574,Brasil,PR,Curitiba,26-35,Lazer
575,Brasil,MG,Belo Horizonte,26-35,Lazer
576,Brasil,DF,Brasília,18-25,Lazer
577,Brasil,PE,Recife,26-35,Lazer
578,Brasil,RJ,Rio de Janeiro,26-35,Lazer
579,Brasil,DF,Brasília,26-35,Lazer
580,Brasil,GO,Goiânia,46-60,Lazer
581,Brasil,BA,Salvador,36-45,Lazer
582,Brasil,PR,Curitiba,18-25,Lazer
583,Brasil,RJ,Niterói,36-45,Lazer
584,Brasil,MG,Belo Horizonte,46-60,Lazer
585,Brasil,SP,Campinas,36-45,Lazer
586,Brasil,GO,Goiânia,60+,Lazer
587,Brasil,RJ,Niterói,26-35,Lazer
588,Brasil,MG,Belo Horizonte,18-25,Lazer
589,Brasil,PR,Curitiba,18-25,Lazer
590,Brasil,PE,Recife,26-35,Lazer
591,Brasil,DF,Brasília,36-45,Corp
592,Brasil,PE,Recife,18-25,Lazer
593,Brasil,MG,Belo Horizonte,36-45,Lazer
594,Brasil,SP,Campinas,46-60,Lazer
595,Brasil,CE,Fortaleza,46-60,Corp
596,Brasil,MG,Belo Horizonte,36-45,Corp
597,Brasil,RJ,Rio de Janeiro,36-45,Lazer
598,Brasil,DF,Brasília,46-60,Corp
599,Brasil,RJ,Niterói,36-45,Lazer
600,Brasil,SP,São Paulo,26-35,Corp
601,Brasil,PE,Recife,26-35,Lazer
602,Brasil,SC,Florianópolis,18-25,Lazer
603,Brasil,ES,Vitória,36-45,Lazer
604,Brasil,RJ,Niterói,26-35,Lazer
605,Brasil,SP,Campinas,18-25,Corp
606,Brasil,SP,São Paulo,26-35,Lazer
607,Brasil,ES,Vitória,46-60,Lazer
608,Brasil,CE,Fortaleza,26-35,Lazer
609,Brasil,BA,Salvador,26-35,Corp
610,Brasil,SC,Florianópolis,26-35,Corp
611,Brasil,SC,Florianópolis,26-35,Lazer
612,Brasil,SC,Florianópolis,46-60,Lazer
613,Brasil,RJ,Niterói,18-25,Lazer
614,Brasil,ES,Vitória,26-35,Lazer
615,Brasil,SP,São Paulo,60+,Corp
616,Brasil,SP,Campinas,26-35,Corp
617,Brasil,PE,Recife,36-45,Lazer
618,Brasil,BA,Salvador,36-45,Lazer
619,Brasil,DF,Brasília,26-35,Corp
620,Brasil,SP,Campinas,26-35,Corp
621,Brasil,PE,Recife,26-35,Corp
622,Brasil,SP,Campinas,26-35,Lazer
623,Brasil,SP,São Paulo,26-35,Lazer
624,Brasil,MG,Belo Horizonte,36-45,Corp
625,Brasil,SP,São Paulo,18-25,Lazer
626,Brasil,ES,Vitória,18-25,Lazer
627,Brasil,SP,São Paulo,36-45,Lazer
628,Brasil,SP,São Paulo,26-35,Lazer
629,Brasil,RS,Porto Alegre,36-45,Corp
630,Brasil,RJ,Rio de Janeiro,18-25,Corp
631,Brasil,PR,Curitiba,36-45,Corp
632,Brasil,RS,Porto Alegre,46-60,Lazer
633,Brasil,PR,Curitiba,36-45,Corp
634,Brasil,RJ,Rio de Janeiro,46-60,Lazer
635,Brasil,SP,São Paulo,26-35,Lazer
636,Brasil,PE,Recife,18-25,Lazer
637,Brasil,SC,Florianópolis,26-35,Corp
638,Brasil,MG,Belo Horizonte,26-35,Corp
639,Brasil,GO,Goiânia,46-60,Corp
640,Brasil,RJ,Rio de Janeiro,26-35,Corp
641,Brasil,RJ,Rio de Janeiro,26-35,Lazer
642,Brasil,GO,Goiânia,46-60,Corp
643,Brasil,RS,Porto Alegre,26-35,Lazer
644,Brasil,ES,Vitória,36-45,Corp
645,Brasil,MG,Belo Horizonte,26-35,Corp
646,Brasil,DF,Brasília,60+,Lazer
647,Brasil,ES,Vitória,26-35,Lazer
648,Brasil,PR,Curitiba,46-60,Lazer
649,Brasil,BA,Salvador,36-45,Corp
650,Brasil,MG,Belo Horizonte,60+,Lazer
651,Brasil,ES,Vitória,60+,Lazer
652,Brasil,RS,Porto Alegre,46-60,Corp
653,Brasil,DF,Brasília,18-25,Lazer
654,Brasil,BA,Salvador,26-35,Lazer
655,Brasil,SP,Campinas,46-60,Corp
656,Brasil,CE,Fortaleza,36-45,Lazer
657,Brasil,ES,Vitória,46-60,Lazer
658,Brasil,SP,Campinas,46-60,Corp
659,Brasil,RJ,Niterói,26-35,Lazer
660,Brasil,MG,Belo Horizonte,26-35,Lazer
661,Brasil,RJ,Rio de Janeiro,26-35,Lazer
662,Brasil,RJ,Niterói,36-45,Corp
663,Brasil,PE,Recife,36-45,Lazer
664,Brasil,SC,Florianópolis,18-25,Corp
665,Brasil,RJ,Rio de Janeiro,46-60,Lazer
666,Brasil,MG,Belo Horizonte,18-25,Lazer
667,Brasil,SP,Campinas,26-35,Lazer
668,Brasil,PE,Recife,26-35,Lazer
669,Brasil,PR,Curitiba,36-45,Corp
670,Brasil,SP,Campinas,18-25,Lazer
671,Brasil,ES,Vitória,46-60,Lazer
672,Brasil,PR,Curitiba,46-60,Corp
673,Brasil,SP,São Paulo,36-45,Lazer
674,Brasil,MG,Belo Horizonte,60+,Corp
675,Brasil,RJ,Niterói,26-35,Lazer
676,Brasil,RS,Porto Alegre,26-35,Lazer
677,Brasil,PE,Recife,18-25,Lazer
678,Brasil,DF,Brasília,46-60,Lazer
679,Brasil,BA,Salvador,26-35,Corp
680,Brasil,PR,Curitiba,60+,Lazer
681,Brasil,RJ,Rio de Janeiro,36-45,Corp
682,Brasil,BA,Salvador,46-60,Lazer
683,Brasil,RJ,Rio de Janeiro,26-35,Lazer
684,Brasil,SC,Florianópolis,46-60,Lazer
685,Brasil,GO,Goiânia,26-35,Corp
686,Brasil,SP,São Paulo,36-45,Corp
687,Brasil,RS,Porto Alegre,46-60,Lazer
688,Brasil,ES,Vitória,26-35,Lazer
689,Brasil,BA,Salvador,46-60,Corp
690,Brasil,SC,Florianópolis,36-45,Lazer
691,Brasil,RS,Porto Alegre,46-60,Lazer
692,Brasil,SP,Campinas,26-35,Corp
693,Brasil,DF,Brasília,18-25,Lazer
694,Brasil,RS,Porto Alegre,18-25,Corp
695,Brasil,MG,Belo Horizonte,36-45,Lazer
696,Brasil,SC,Florianópolis,18-25,Lazer
697,Brasil,ES,Vitória,60+,Lazer
698,Brasil,RJ,Niterói,60+,Lazer
699,Brasil,SP,São Paulo,18-25,Corp
700,Brasil,MG,Belo Horizonte,46-60,Lazer
701,Brasil,RJ,Rio de Janeiro,26-35,Corp
702,Brasil,BA,Salvador,26-35,Lazer
703,Brasil,PR,Curitiba,26-35,Corp
704,Brasil,SC,Florianópolis,46-60,Corp
705,Brasil,SP,São Paulo,46-60,Lazer
706,Brasil,CE,Fortaleza,18-25,Lazer
707,Brasil,RS,Porto Alegre,26-35,Lazer
708,Brasil,PR,Curitiba,26-35,Lazer
709,Brasil,GO,Goiânia,36-45,Corp
710,Brasil,MG,Belo Horizonte,18-25,Corp
711,Brasil,BA,Salvador,46-60,Lazer
712,Brasil,RJ,Rio de Janeiro,60+,Lazer
713,Brasil,BA,Salvador,26-35,Lazer
714,Brasil,RJ,Rio de Janeiro,46-60,Corp
715,Brasil,PE,Recife,36-45,Lazer
716,Brasil,SP,Campinas,36-45,Lazer
717,Brasil,DF,Brasília,46-60,Lazer
718,Brasil,RJ,Niterói,26-35,Corp
719,Brasil,SP,Campinas,36-45,Lazer
720,Brasil,RJ,Niterói,26-35,Lazer
721,Brasil,BA,Salvador,36-45,Lazer
722,Brasil,ES,Vitória,18-25,Corp
723,Brasil,BA,Salvador,26-35,Corp
724,Brasil,ES,Vitória,26-35,Corp
725,Brasil,DF,Brasília,26-35,Corp
726,Brasil,RJ,Rio de Janeiro,26-35,Lazer
727,Brasil,BA,Salvador,26-35,Lazer
728,Brasil,ES,Vitória,46-60,Corp
729,Brasil,CE,Fortaleza,36-45,Lazer
730,Brasil,SP,São Paulo,26-35,Lazer
731,Brasil,SP,São Paulo,46-60,Lazer
732,Brasil,BA,Salvador,46-60,Corp
733,Brasil,RS,Porto Alegre,18-25,Lazer
734,Brasil,PE,Recife,36-45,Lazer
735,Brasil,BA,Salvador,26-35,Lazer
736,Brasil,CE,Fortaleza,36-45,Lazer
737,Brasil,MG,Belo Horizonte,36-45,Lazer
738,Brasil,RJ,Rio de Janeiro,18-25,Lazer
739,Brasil,BA,Salvador,36-45,Corp
740,Brasil,MG,Belo Horizonte,26-35,Corp
741,Brasil,SP,São Paulo,36-45,Lazer
742,Brasil,RS,Porto Alegre,18-25,Lazer
743,Brasil,SP,Campinas,46-60,Corp
744,Brasil,SP,Campinas,36-45,Lazer
745,Brasil,BA,Salvador,26-35,Lazer
746,Brasil,PE,Recife,46-60,Lazer
747,Brasil,ES,Vitória,18-25,Lazer
748,Brasil,BA,Salvador,36-45,Lazer
749,Brasil,DF,Brasília,36-45,Lazer
750,Brasil,RJ,Rio de Janeiro,18-25,Lazer
751,Brasil,MG,Belo Horizonte,26-35,Lazer
752,Brasil,CE,Fortaleza,18-25,Lazer
753,Brasil,PR,Curitiba,46-60,Lazer
754,Brasil,RS,Porto Alegre,36-45,Lazer
755,Brasil,RS,Porto Alegre,18-25,Lazer
756,Brasil,PR,Curitiba,18-25,Lazer
757,Brasil,PE,Recife,46-60,Lazer
758,Brasil,GO,Goiânia,26-35,Lazer
759,Brasil,PR,Curitiba,26-35,Lazer
760,Brasil,GO,Goiânia,36-45,Lazer
761,Brasil,ES,Vitória,18-25,Lazer
762,Brasil,RJ,Niterói,60+,Lazer
763,Brasil,RJ,Niterói,18-25,Lazer
764,Brasil,RJ,Niterói,46-60,Lazer
765,Brasil,SP,São Paulo,26-35,Lazer
766,Brasil,MG,Belo Horizonte,18-25,Lazer
767,Brasil,RJ,Rio de Janeiro,26-35,Lazer
768,Brasil,ES,Vitória,60+,Corp
769,Brasil,BA,Salvador,36-45,Lazer
770,Brasil,ES,Vitória,18-25,Lazer
771,Brasil,CE,Fortaleza,60+,Lazer
772,Brasil,SP,Campinas,18-25,Lazer
773,Brasil,ES,Vitória,18-25,Corp
774,Brasil,PE,Recife,18-25,Lazer
775,Brasil,MG,Belo Horizonte,46-60,Lazer
776,Brasil,MG,Belo Horizonte,18-25,Lazer
777,Brasil,CE,Fortaleza,26-35,Corp
778,Brasil,DF,Brasília,60+,Corp
779,Brasil,CE,Fortaleza,36-45,Corp
780,Brasil,DF,Brasília,26-35,Lazer
781,Brasil,RJ,Niterói,36-45,Lazer
782,Brasil,RJ,Niterói,26-35,Corp
783,Brasil,BA,Salvador,36-45,Lazer
784,Brasil,SP,Campinas,26-35,Lazer
785,Brasil,RJ,Rio de Janeiro,36-45,Corp
786,Brasil,SP,Campinas,46-60,Lazer
787,Brasil,SP,Campinas,26-35,Corp
788,Brasil,GO,Goiânia,18-25,Corp
789,Brasil,SC,Florianópolis,26-35,Corp
790,Brasil,MG,Belo Horizonte,46-60,Lazer
791,Brasil,PE,Recife,46-60,Lazer
792,Brasil,DF,Brasília,46-60,Lazer
793,Brasil,SP,Campinas,60+,Corp
794,Brasil,PR,Curitiba,46-60,Corp
795,Brasil,GO,Goiânia,60+,Corp
796,Brasil,PR,Curitiba,36-45,Corp
797,Brasil,BA,Salvador,26-35,Lazer
798,Brasil,GO,Goiânia,36-45,Corp
799,Brasil,RS,Porto Alegre,26-35,Lazer
800,Brasil,PR,Curitiba,18-25,Corp
801,Brasil,GO,Goiânia,26-35,Corp
802,Brasil,SC,Florianópolis,26-35,Lazer
803,Brasil,MG,Belo Horizonte,36-45,Lazer
804,Brasil,BA,Salvador,26-35,Lazer
805,Brasil,RJ,Rio de Janeiro,18-25,Corp
806,Brasil,RJ,Niterói,46-60,Lazer
807,Brasil,PE,Recife,36-45,Lazer
808,Brasil,RJ,Rio de Janeiro,26-35,Lazer
809,Brasil,DF,Brasília,26-35,Lazer
810,Brasil,SP,São Paulo,18-25,Corp
811,Brasil,CE,Fortaleza,46-60,Lazer
812,Brasil,SC,Florianópolis,26-35,Lazer
813,Brasil,PE,Recife,60+,Corp
814,Brasil,BA,Salvador,26-35,Lazer
815,Brasil,GO,Goiânia,46-60,Lazer
816,Brasil,PR,Curitiba,18-25,Lazer
817,Brasil,GO,Goiânia,36-45,Corp
818,Brasil,RJ,Niterói,26-35,Corp
819,Brasil,SP,Campinas,26-35,Lazer
820,Brasil,ES,Vitória,60+,Lazer
821,Brasil,RS,Porto Alegre,46-60,Lazer
822,Brasil,DF,Brasília,26-35,Lazer
823,Brasil,BA,Salvador,46-60,Lazer
824,Brasil,ES,Vitória,18-25,Lazer
825,Brasil,ES,Vitória,60+,Lazer
826,Brasil,PE,Recife,26-35,Corp
827,Brasil,RJ,Niterói,26-35,Lazer
828,Brasil,RJ,Rio de Janeiro,26-35,Lazer
829,Brasil,ES,Vitória,18-25,Corp
830,Brasil,RJ,Rio de Janeiro,60+,Lazer
831,Brasil,SP,São Paulo,26-35,Corp
832,Brasil,CE,Fortaleza,18-25,Lazer
833,Brasil,SP,Campinas,46-60,Corp
834,Brasil,SP,Campinas,26-35,Lazer
835,Brasil,MG,Belo Horizonte,18-25,Corp
836,Brasil,RS,Porto Alegre,36-45,Corp
837,Brasil,BA,Salvador,18-25,Lazer
838,Brasil,DF,Brasília,46-60,Lazer
839,Brasil,SP,São Paulo,36-45,Corp
840,Brasil,RJ,Niterói,26-35,Lazer
841,Brasil,SP,São Paulo,26-35,Lazer
842,Brasil,GO,Goiânia,26-35,Lazer
843,Brasil,SP,Campinas,36-45,Lazer
844,Brasil,RJ,Rio de Janeiro,36-45,Lazer
845,Brasil,MG,Belo Horizonte,46-60,Lazer
846,Brasil,RS,Porto Alegre,26-35,Lazer
847,Brasil,BA,Salvador,46-60,Lazer
848,Brasil,BA,Salvador,18-25,Lazer
849,Brasil,RJ,Niterói,60+,Corp
850,Brasil,RS,Porto Alegre,26-35,Lazer
851,Brasil,SP,Campinas,46-60,Lazer
852,Brasil,RJ,Niterói,36-45,Lazer
853,Brasil,SC,Florianópolis,18-25,Corp
854,Brasil,PE,Recife,26-35,Lazer
855,Brasil,ES,Vitória,46-60,Lazer
856,Brasil,PE,Recife,46-60,Lazer
857,Brasil,BA,Salvador,46-60,Lazer
858,Brasil,CE,Fortaleza,26-35,Corp
859,Brasil,BA,Salvador,36-45,Lazer
860,Brasil,CE,Fortaleza,26-35,Corp
861,Brasil,GO,Goiânia,36-45,Lazer
862,Brasil,ES,Vitória,26-35,Lazer
863,Brasil,RJ,Rio de Janeiro,46-60,Lazer
864,Brasil,ES,Vitória,36-45,Lazer
865,Brasil,BA,Salvador,26-35,Corp
866,Brasil,CE,Fortaleza,36-45,Lazer
867,Brasil,CE,Fortaleza,26-35,Lazer
868,Brasil,ES,Vitória,18-25,Lazer
869,Brasil,GO,Goiânia,26-35,Corp
870,Brasil,GO,Goiânia,26-35,Corp
871,Brasil,PE,Recife,26-35,Lazer
872,Brasil,ES,Vitória,36-45,Lazer
873,Brasil,SP,Campinas,46-60,Lazer
874,Brasil,SP,São Paulo,26-35,Lazer
875,Brasil,DF,Brasília,60+,Lazer
876,Brasil,GO,Goiânia,46-60,Lazer
877,Brasil,RJ,Rio de Janeiro,18-25,Lazer
878,Brasil,SP,Campinas,26-35,Lazer
879,Brasil,RS,Porto Alegre,46-60,Lazer
880,Brasil,SP,São Paulo,26-35,Lazer
881,Brasil,RJ,Rio de Janeiro,26-35,Lazer
882,Brasil,PE,Recife,60+,Corp
883,Brasil,RJ,Niterói,46-60,Lazer
884,Brasil,SP,São Paulo,46-60,Lazer
885,Brasil,PE,Recife,46-60,Corp
886,Brasil,RJ,Niterói,26-35,Corp
887,Brasil,DF,Brasília,36-45,Corp
888,Brasil,CE,Fortaleza,46-60,Lazer
889,Brasil,CE,Fortaleza,26-35,Lazer
890,Brasil,DF,Brasília,18-25,Lazer
891,Brasil,RJ,Rio de Janeiro,26-35,Corp
892,Brasil,RJ,Rio de Janeiro,46-60,Lazer
893,Brasil,SP,São Paulo,36-45,Lazer
894,Brasil,PR,Curitiba,46-60,Lazer
895,Brasil,PE,Recife,26-35,Lazer
896,Brasil,RJ,Rio de Janeiro,36-45,Lazer
897,Brasil,BA,Salvador,18-25,Lazer
898,Brasil,PR,Curitiba,60+,Lazer
899,Brasil,SP,São Paulo,36-45,Corp
900,Brasil,MG,Belo Horizonte,46-60,Corp
901,Brasil,SP,São Paulo,26-35,Lazer
902,Brasil,RJ,Niterói,18-25,Lazer
903,Brasil,CE,Fortaleza,18-25,Corp
904,Brasil,PE,Recife,46-60,Lazer
905,Brasil,BA,Salvador,18-25,Lazer
906,Brasil,ES,Vitória,46-60,Lazer
907,Brasil,RS,Porto Alegre,26-35,Lazer
908,Brasil,DF,Brasília,36-45,Lazer
909,Brasil,DF,Brasília,26-35,Lazer
910,Brasil,GO,Goiânia,18-25,Lazer
911,Brasil,DF,Brasília,36-45,Lazer
912,Brasil,PE,Recife,26-35,Corp
913,Brasil,PE,Recife,26-35,Lazer
914,Brasil,SC,Florianópolis,36-45,Lazer
915,Brasil,PR,Curitiba,26-35,Corp
916,Brasil,MG,Belo Horizonte,36-45,Lazer
917,Brasil,CE,Fortaleza,36-45,Lazer
918,Brasil,DF,Brasília,18-25,Lazer
919,Brasil,SC,Florianópolis,26-35,Corp
920,Brasil,CE,Fortaleza,18-25,Corp
921,Brasil,RJ,Niterói,18-25,Lazer
922,Brasil,SP,Campinas,18-25,Corp
923,Brasil,ES,Vitória,36-45,Lazer
924,Brasil,BA,Salvador,18-25,Corp
925,Brasil,PR,Curitiba,46-60,Lazer
926,Brasil,MG,Belo Horizonte,46-60,Lazer
927,Brasil,RJ,Niterói,18-25,Lazer
928,Brasil,PR,Curitiba,36-45,Lazer
929,Brasil,PR,Curitiba,18-25,Lazer
930,Brasil,SC,Florianópolis,18-25,Corp
931,Brasil,RJ,Niterói,60+,Corp
932,Brasil,PR,Curitiba,26-35,Lazer
933,Brasil,DF,Brasília,18-25,Corp
934,Brasil,SP,Campinas,46-60,Corp
935,Brasil,MG,Belo Horizonte,46-60,Corp
936,Brasil,RJ,Niterói,36-45,Lazer
937,Brasil,ES,Vitória,36-45,Lazer
938,Brasil,DF,Brasília,46-60,Corp
939,Brasil,PR,Curitiba,46-60,Lazer
940,Brasil,BA,Salvador,36-45,Lazer
941,Brasil,SC,Florianópolis,46-60,Lazer
942,Brasil,PR,Curitiba,36-45,Lazer
943,Brasil,BA,Salvador,26-35,Lazer
944,Brasil,SC,Florianópolis,18-25,Lazer
945,Brasil,SP,Campinas,26-35,Lazer
946,Brasil,DF,Brasília,18-25,Lazer
947,Brasil,SP,Campinas,18-25,Lazer
948,Brasil,CE,Fortaleza,26-35,Lazer
949,Brasil,SP,Campinas,60+,Lazer
950,Brasil,ES,Vitória,18-25,Lazer
951,Brasil,PR,Curitiba,26-35,Lazer
952,Brasil,SP,Campinas,46-60,Corp
953,Brasil,SC,Florianópolis,26-35,Lazer
954,Brasil,PE,Recife,46-60,Lazer
955,Brasil,RJ,Rio de Janeiro,36-45,Lazer
956,Brasil,CE,Fortaleza,36-45,Lazer
957,Brasil,SC,Florianópolis,26-35,Lazer
958,Brasil,SC,Florianópolis,26-35,Corp
959,Brasil,SP,Campinas,36-45,Lazer
960,Brasil,RJ,Niterói,18-25,Lazer
961,Brasil,CE,Fortaleza,26-35,Lazer
962,Brasil,ES,Vitória,26-35,Lazer
963,Brasil,MG,Belo Horizonte,36-45,Lazer
964,Brasil,BA,Salvador,36-45,Corp
965,Brasil,CE,Fortaleza,36-45,Lazer
966,Brasil,PR,Curitiba,46-60,Lazer
967,Brasil,PR,Curitiba,18-25,Lazer
968,Brasil,RS,Porto Alegre,46-60,Lazer
969,Brasil,PE,Recife,46-60,Lazer
970,Brasil,DF,Brasília,26-35,Lazer
971,Brasil,RJ,Rio de Janeiro,36-45,Lazer
972,Brasil,MG,Belo Horizonte,26-35,Corp
973,Brasil,RJ,Rio de Janeiro,46-60,Lazer
974,Brasil,GO,Goiânia,26-35,Corp
975,Brasil,RS,Porto Alegre,26-35,Corp
976,Brasil,SP,Campinas,46-60,Lazer
977,Brasil,DF,Brasília,36-45,Lazer
978,Brasil,CE,Fortaleza,18-25,Lazer
979,Brasil,RJ,Rio de Janeiro,36-45,Lazer
980,Brasil,SP,São Paulo,46-60,Lazer
981,Brasil,DF,Brasília,26-35,Lazer
982,Brasil,MG,Belo Horizonte,36-45,Lazer
983,Brasil,CE,Fortaleza,36-45,Lazer
984,Brasil,GO,Goiânia,36-45,Lazer
985,Brasil,MG,Belo Horizonte,60+,Lazer
986,Brasil,RJ,Rio de Janeiro,36-45,Corp
987,Brasil,RJ,Niterói,36-45,Lazer
988,Brasil,GO,Goiânia,46-60,Corp
989,Brasil,ES,Vitória,18-25,Corp
990,Brasil,MG,Belo Horizonte,18-25,Corp
991,Brasil,RJ,Niterói,60+,Lazer
992,Brasil,RS,Porto Alegre,46-60,Corp
993,Brasil,RJ,Rio de Janeiro,26-35,Lazer
994,Brasil,RJ,Niterói,18-25,Lazer
995,Brasil,ES,Vitória,26-35,Lazer
996,Brasil,ES,Vitória,18-25,Lazer
997,Brasil,CE,Fortaleza,26-35,Corp
998,Brasil,GO,Goiânia,36-45,Lazer
999,Brasil,SP,Campinas,26-35,Lazer
1000,Brasil,CE,Fortaleza,36-45,Lazer
1001,Brasil,MG,Belo Horizonte,60+,Lazer
1002,Brasil,BA,Salvador,60+,Corp
1003,Brasil,SP,São Paulo,46-60,Corp
1004,Brasil,DF,Brasília,26-35,Lazer
1005,Brasil,RS,Porto Alegre,36-45,Lazer
1006,Brasil,RS,Porto Alegre,36-45,Lazer
1007,Brasil,RJ,Niterói,18-25,Lazer
1008,Brasil,RJ,Niterói,46-60,Lazer
1009,Brasil,SC,Florianópolis,36-45,Corp
1010,Brasil,RS,Porto Alegre,36-45,Lazer
1011,Brasil,RJ,Rio de Janeiro,26-35,Lazer
1012,Brasil,RS,Porto Alegre,18-25,Lazer
1013,Brasil,PE,Recife,46-60,Lazer
1014,Brasil,SC,Florianópolis,26-35,Corp
1015,Brasil,SP,Campinas,18-25,Lazer
1016,Brasil,MG,Belo Horizonte,36-45,Corp
1017,Brasil,SC,Florianópolis,36-45,Lazer
1018,Brasil,BA,Salvador,18-25,Corp
1019,Brasil,SC,Florianópolis,26-35,Lazer
1020,Brasil,PE,Recife,46-60,Lazer
1021,Brasil,BA,Salvador,60+,Lazer
1022,Brasil,ES,Vitória,26-35,Lazer
1023,Brasil,PR,Curitiba,46-60,Lazer
1024,Brasil,CE,Fortaleza,26-35,Lazer
1025,Brasil,RJ,Niterói,36-45,Lazer
1026,Brasil,PE,Recife,36-45,Corp
1027,Brasil,CE,Fortaleza,46-60,Corp
1028,Brasil,SP,Campinas,46-60,Corp
1029,Brasil,ES,Vitória,26-35,Corp
1030,Brasil,BA,Salvador,18-25,Corp
1031,Brasil,DF,Brasília,46-60,Lazer
1032,Brasil,SC,Florianópolis,18-25,Corp
1033,Brasil,BA,Salvador,36-45,Lazer
1034,Brasil,RS,Porto Alegre,26-35,Lazer
1035,Brasil,RJ,Rio de Janeiro,18-25,Lazer
1036,Brasil,PE,Recife,36-45,Lazer
1037,Brasil,CE,Fortaleza,36-45,Lazer
1038,Brasil,RS,Porto Alegre,46-60,Lazer
1039,Brasil,RS,Porto Alegre,26-35,Corp
1040,Brasil,MG,Belo Horizonte,18-25,Corp
1041,Brasil,RS,Porto Alegre,18-25,Lazer
1042,Brasil,BA,Salvador,26-35,Lazer
1043,Brasil,RS,Porto Alegre,36-45,Lazer
1044,Brasil,RJ,Niterói,26-35,Lazer
1045,Brasil,SP,São Paulo,18-25,Lazer
1046,Brasil,GO,Goiânia,60+,Lazer
1047,Brasil,SC,Florianópolis,18-25,Corp
1048,Brasil,RJ,Niterói,26-35,Lazer
1049,Brasil,SP,São Paulo,46-60,Lazer
1050,Brasil,CE,Fortaleza,36-45,Lazer
1051,Brasil,RJ,Rio de Janeiro,26-35,Lazer
1052,Brasil,BA,Salvador,60+,Lazer
1053,Brasil,MG,Belo Horizonte,36-45,Lazer
1054,Brasil,RJ,Niterói,18-25,Corp
1055,Brasil,MG,Belo Horizonte,18-25,Lazer
1056,Brasil,MG,Belo Horizonte,60+,Lazer
1057,Brasil,RJ,Rio de Janeiro,26-35,Lazer
1058,Brasil,ES,Vitória,46-60,Corp
1059,Brasil,SP,Campinas,18-25,Lazer
1060,Brasil,RJ,Rio de Janeiro,18-25,Corp
1061,Brasil,RJ,Rio de Janeiro,46-60,Corp
1062,Brasil,PE,Recife,60+,Corp
1063,Brasil,RJ,Niterói,18-25,Corp
1064,Brasil,GO,Goiânia,26-35,Lazer
1065,Brasil,SP,São Paulo,46-60,Lazer
1066,Brasil,RJ,Niterói,36-45,Corp
1067,Brasil,CE,Fortaleza,26-35,Lazer
1068,Brasil,GO,Goiânia,26-35,Corp
1069,Brasil,RJ,Niterói,60+,Corp
1070,Brasil,MG,Belo Horizonte,26-35,Lazer
1071,Brasil,SC,Florianópolis,26-35,Lazer
1072,Brasil,RJ,Rio de Janeiro,26-35,Lazer
1073,Brasil,SP,São Paulo,18-25,Lazer
1074,Brasil,MG,Belo Horizonte,36-45,Lazer
1075,Brasil,DF,Brasília,26-35,Lazer
1076,Brasil,DF,Brasília,36-45,Corp
1077,Brasil,RS,Porto Alegre,26-35,Corp
1078,Brasil,RS,Porto Alegre,18-25,Lazer
1079,Brasil,RJ,Rio de Janeiro,46-60,Corp
1080,Brasil,SP,Campinas,36-45,Lazer
1081,Brasil,GO,Goiânia,26-35,Lazer
1082,Brasil,SC,Florianópolis,18-25,Corp
1083,Brasil,SP,Campinas,36-45,Corp
1084,Brasil,RS,Porto Alegre,46-60,Lazer
1085,Brasil,SC,Florianópolis,36-45,Lazer
1086,Brasil,SC,Florianópolis,46-60,Lazer
1087,Brasil,PE,Recife,18-25,Corp
1088,Brasil,CE,Fortaleza,60+,Lazer
1089,Brasil,RJ,Rio de Janeiro,26-35,Lazer
1090,Brasil,DF,Brasília,26-35,Corp
1091,Brasil,RJ,Rio de Janeiro,36-45,Lazer
1092,Brasil,ES,Vitória,18-25,Lazer
1093,Brasil,DF,Brasília,26-35,Lazer
1094,Brasil,RJ,Niterói,26-35,Lazer
1095,Brasil,DF,Brasília,46-60,Lazer
1096,Brasil,DF,Brasília,46-60,Lazer
1097,Brasil,RS,Porto Alegre,36-45,Lazer
1098,Brasil,MG,Belo Horizonte,26-35,Lazer
1099,Brasil,SP,São Paulo,26-35,Lazer
1100,Brasil,RS,Porto Alegre,46-60,Lazer
1101,Brasil,SP,São Paulo,36-45,Corp
1102,Brasil,RS,Porto Alegre,36-45,Corp
1103,Brasil,SP,São Paulo,18-25,Lazer
1104,Brasil,MG,Belo Horizonte,26-35,Lazer
1105,Brasil,CE,Fortaleza,26-35,Lazer
1106,Brasil,SP,São Paulo,36-45,Lazer
1107,Brasil,DF,Brasília,46-60,Lazer
1108,Brasil,RS,Porto Alegre,60+,Lazer
